Identifier,Actual Dates:Duration months,Actual Dates:End Date,Actual Dates:Start Date,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,Beneficiary Location:0:Country Code,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:0:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:5:Country Code,Beneficiary Location:5:Geographic Code,Beneficiary Location:5:Geographic Code Type,Beneficiary Location:5:Name,Beneficiary Location:6:Country Code,Beneficiary Location:6:Geographic Code,Beneficiary Location:6:Geographic Code Type,Beneficiary Location:6:Name,Beneficiary Location:7:Country Code,Beneficiary Location:7:Geographic Code,Beneficiary Location:7:Geographic Code Type,Beneficiary Location:7:Name,Beneficiary Location:Geographic Code,Beneficiary Location:Geographic Code Type,Beneficiary Location:Name,Currency,Data Source,Description,From An Open Call?,Funding Org:Description,Funding Org:Identifier,Funding Org:Name,Funding Org:Postal Code,Funding Org:Web Address,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,Last modified,License see note,Planned Dates:Duration (months),Planned Dates:Duration months,Planned Dates:End Date,Planned Dates:Start Date,Publisher:Name,Recipient District,Recipient District Geographic Code,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Identifier,Recipient Org:Location:0:Geographic Code,Recipient Org:Location:0:Geographic Code Type,Recipient Org:Location:0:Name,Recipient Org:Location:1:Geographic Code,Recipient Org:Location:1:Geographic Code Type,Recipient Org:Location:1:Name,Recipient Org:Location:2:Geographic Code,Recipient Org:Location:2:Geographic Code Type,Recipient Org:Location:2:Name,Recipient Org:Name,Recipient Org:Postal Code,Recipient Region,Recipient Ward,Recipient Ward Geographic Code,Retrieved for use in GrantNav,Title,URL,org_type,postcode,org_income,osward,lsoa11,lat,long,relevant
360G-blf-AVR_1_010166874,,,,2100.0,2100.0,,2005-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,A Second World War Widow from Kingston upon Thames has been awarded a grant towards travel costs for a commemorative visit to Thailand in September of this year. Funding has also been provided for a carer to travel with the Widow.,,,360G-blf,The Big Lottery Fund,,,AVR1,Heroes Return,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2005-08-17,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-4A085CDF-AC7E-4C3C-84AC-30AD8F92ACE7,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,This is a programme for individual veterans as opposed to organisaitons,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Heroes Return,,Individual,,,,,,,0
360G-SE-2012015908LOTT,,,,,10000.0,10000.0,2013-01-30,GB,,,KT7 0XB,,E14000697,WPC,Esher and Walton,,E07000207,LAD,Elmbridge,,E01030322,LSOA,,,,,,,,,,,,,,,,,,,,,GBP,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Funding under Sport England's Small Grants funding programme for a Revenue project titled 'Sailing Growth '. This project lists its main activity as Sailing & Yachting.,Yes,,GB-COH-RC000766,Sport England,,,SG,Small Grants,http://www.sportengland.org/funding,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,3.0,2013-06-01T00:00:00+00:00,2013-03-01T00:00:00+00:00,Sport England,Kingston upon Thames London Boro,E09000021,305711,,GB-CHC-305711,,,,,,,,,,1st Cuddington (Warspite) Sea Scouts,KT9 1JH,London,Chessington North and Hook Ward,E05000404,2018-06-04T13:16:09+00:00,Sailing Growth ,,Charity,KT9 1JH,84231.0,E05000404,E01002944,51.366353,-0.29468,0
360G-blf-0030030534,,,,4200.0,4200.0,,2005-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"Wimbledon Fencing Club aim to bring people together to participate and increase their skills in the sport of fencing. The project involves the replacement of outdated junior safety equipment to meet new standards and to allow the continuation of the junior section. It would also allow the club to improve its performance equipment to allow junior members to participate in competitions. Safety Equipment (£2800), Performance Equipment (£900), Performance Coaching (£500)",,,360G-blf,The Big Lottery Fund,,,A4E3,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2005-12-06,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-WimbledonFencingClubCharity:CharitableUnincorporatedAssociation171951,E05000415,,Tudor,E09000021,,Kingston upon Thames,,,,Wimbledon Fencing Club,,London,Tudor Ward,E05000415,2018-06-04T09:08:02+00:00,Upgrading Of Junior Equipment To Meet New Regulations,,Sport Club,,,,,,,0
360G-blf-0030139933,,,,84000.0,84000.0,,2005-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"The project is to update an existing fleet of 16 mini-buses with two new vehicles, as the older stock is too expensive to run.",,,360G-blf,The Big Lottery Fund,,,MK1,Large Projects,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,11.0,,2006-05-01,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1102302,4673954,GB-CHC-1102302,E05000415,,Tudor,E09000021,,Kingston upon Thames,,,,Richmond and Kingston Accessible Transport,,London,Tudor Ward,E05000415,2018-06-04T09:08:02+00:00,Purchase of Minibuses,,Charity,KT3 3NE,571976.0,E05000402,E01002932,51.403264,-0.271771,0
360G-blf-0031025449,,,,,9649.0,,2015-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/open_data_2015_2017.xlsx,The group will use the funding to provide music and dance sessions to 30 older people from BME communities. This will enable beneficiaries to participate in physical activities reducing isolation and promoting positive health and well being.,,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,2016-09-01T00:00:00+00:00,2015-09-01T00:00:00+00:00,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1164226,,GB-CHC-1164226,E05000403,,Canbury,E09000021,,Kingston upon Thames,,,,Global Arts Kingston,,London,Canbury Ward,E05000403,2018-06-04T08:59:31+00:00,Musical Chairs; a music and movement project for BAME older people.,,Charity,KT5 9HR,36769.0,E05000400,E01002917,51.389471,-0.279204,1
360G-blf-0030139528,,,,174009.0,153571.0,,2005-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This development project will continue to provide an advocacy service to people with severe mental health problems and their carers. In particular the project aims to support service users to access treatment, welfare benefits, training and education.",,,360G-blf,The Big Lottery Fund,,,MK1,Large Projects,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,24.0,,2005-11-28,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,271028,1227970,GB-CHC-271028,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,National Schizophrenia Fellowship,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Advocacy Services,,Charity - National,SE1 7TP,33717000.0,E05000427,E01003109,51.487955,-0.123739,0
360G-blf-AVR_1_010149171,,,,875.0,875.0,,2005-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,A Second World War Veteran from Surrey has been awarded a grant towards travel costs for a commemorative visit to Gibraltar inJune of this year. Funding has also been provided for a spouse to travel with the Veteran.,,,360G-blf,The Big Lottery Fund,,,AVR1,Heroes Return,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2005-04-20,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-36705BB3-2376-4513-B075-421283291BB0,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,This is a programme for individual veterans as opposed to organisaitons,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Heroes Return,,Individual,,,,,,,0
360G-SE-2016000104LOTT,,,,,75000.0,75000.0,2016-06-06,GB,,,KT2 5AU,,E14000896,WPC,Richmond Park,,E09000021,LAD,Kingston upon Thames,,E01003011,LSOA,,,,,,,,,,,,,,,,,,,,,GBP,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Funding under Sport England's Inspired Facilities funding programme for a Capital project titled 'Canbury Boathouse Safety Project'. This project lists its main activity as Rowing. This funding has contributed towards a Outdoor Recreation - Outdoor Recreation (Outdoor Recreation ),Yes,,GB-COH-RC000766,Sport England,,,INSFAC,Inspired Facilities,http://www.sportengland.org/funding,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,8.0,2016-12-30T00:00:00+00:00,2016-05-01T00:00:00+00:00,Sport England,Kingston upon Thames London Boro,E09000021,,00815108,GB-COH-00815108,,,,,,,,,,Canbury Boathouse Limited,KT2 5AU,London,Tudor Ward,E05000415,2018-06-04T13:16:09+00:00,Canbury Boathouse Safety Project,,Sport Club,KT2 5AU,,E05000415,E01003011,51.418947,-0.305625,1
360G-blf-0031026522,,,,,9755.0,,2015-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/open_data_2015_2017.xlsx,The group will use the funding to develop a neurological gym for people who have experienced the effects of a stroke or neurological condition. This will enable beneficiaries to remain active and to access effective services in the community that increase health and wellbeing.,,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,2016-10-01T00:00:00+00:00,2015-10-01T00:00:00+00:00,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,6762290,GB-COH-06762290,E05000414,,Tolworth and Hook Rise,E09000021,,Kingston upon Thames,,,,Your Healthcare CIC,,London,Tolworth and Hook Rise Ward,E05000414,2018-06-04T08:59:31+00:00,Neuro Gym Development Project,,CIC,,,,,,,1
360G-SE-2016003821LOTT,,,,,7776.0,7776.0,2016-09-27,GB,,,E14 6GN,,E14000882,WPC,Poplar and Limehouse,,E09000030,LAD,Tower Hamlets,,E01004246,LSOA,,,,,,,,,,,,,,,,,,,,,GBP,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,"Funding under Sport England's Small Grants funding programme for a Revenue project titled 'Local Goals'. This project is a Multi Sports project, with a focus on beneficiaries from a BAME background.",Yes,,GB-COH-RC000766,Sport England,,,SG,Small Grants,http://www.sportengland.org/funding,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,13.0,2017-10-30T00:00:00+00:00,2016-10-01T00:00:00+00:00,Sport England,Kingston upon Thames London Boro,E09000021,1140086,07245352,GB-COH-07245352,,,,,,,,,,Zesh Rehman Foundation,KT6 5NS,London,St. Mark's Ward,E05000412,2018-06-04T13:16:09+00:00,Local Goals,,Charity,KT6 5NS,10276.0,E05000412,E01002988,51.392004,-0.313002,1
360G-SE-2014001112LOTT,,,,,21192.0,21192.0,2014-07-22,GB,,,KT1 2EE,,E14000770,WPC,Kingston and Surbiton,,E09000021,LAD,Kingston upon Thames,,E01002965,LSOA,,,,,,,,,,,,,,,,,,,,,GBP,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,"Funding under Sport England's University Sports Activation Fund funding programme for a Revenue project titled 'Active Lifestyles Programme - High 5 for Sport'. This project is a Sport participation and capacity building project, with a focus on younger beneficiaries.",Yes,,GB-COH-RC000766,Sport England,,,USAF,University Sports Activation Fund,http://www.sportengland.org/funding,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,36.0,2017-09-30T00:00:00+00:00,2014-10-01T00:00:00+00:00,Sport England,Kingston upon Thames London Boro,E09000021,,,360G-SE-2014001112,,,,,,,,,,Kingston University,KT1 2EE,London,Grove Ward,E05000408,2018-06-04T13:16:09+00:00,Active Lifestyles Programme - High 5 for Sport,,University or College,KT1 2EE,,E05000408,E01002965,51.403192,-0.303116,0
360G-blf-0031033112,,,,,753000.0,,2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/open_data_2015_2017.xlsx,"Hillcroft Collegeâ€™s proposed project aims to engage women in learning and development, especially those furthest from education, by providing excellent residential study opportunities and exceptional support services. This will be achieved through the provision of increased support and access to improved specialist services for women prior to becoming students, during their period of study, and after their studies have finished.",,,360G-blf,The Big Lottery Fund,,,WGI1,Women and Girls Initiative,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,48.0,2020-07-01T00:00:00+00:00,2016-07-01T00:00:00+00:00,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,312825,201528,GB-CHC-312825,E05000413,,Surbiton Hill,E09000021,,Kingston upon Thames,,,,Hillcroft College,,London,Surbiton Hill Ward,E05000413,2018-06-04T08:59:31+00:00,WGI Stage 2,,University or College,TW9 2RE,2267347.0,E05000528,E01003876,51.464375,-0.303021,0
360G-SE-2012019807LOTT,,,,,336000.0,336000.0,2015-03-11,GB,,,KT1 2PY,,E14000770,WPC,Kingston and Surbiton,,E09000021,LAD,Kingston upon Thames,,E01002964,LSOA,,,,,,,,,,,,,,,,,,,,,GBP,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Funding under Sport England's Improvement Fund funding programme for a Capital project titled 'Kingfisher Leisure Centre – full refurbishment of wet-side c'. This project lists its main activity as Swimming & Diving.,Yes,,GB-COH-RC000766,Sport England,,,IMPF,Improvement Fund,http://www.sportengland.org/funding,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,4.0,2015-06-01T00:00:00+00:00,2015-02-01T00:00:00+00:00,Sport England,Kingston upon Thames London Boro,E09000021,,,360G-SE-2012019807,,,,,,,,,,Royal Borough of Kingston upon Thames,KT1 2PY,London,Grove Ward,E05000408,2018-06-04T13:16:09+00:00,Kingfisher Leisure Centre – full refurbishment of wet-side c,,Government,KT1 2PY,,E05000408,E01002964,51.409248,-0.297801,0
360G-blf-0030046463,,,,4660.0,4660.0,,2006-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"The group will run a three week project  during the summer holidays. The project will focus on advice and information about the local area and services available as well as sport, art and craft activities, outings to the seaside and other places of interest.",,,360G-blf,The Big Lottery Fund,,,A4E3,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2006-03-07,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1013841,,GB-CHC-1013841,E05000403,,Canbury,E09000021,,Kingston upon Thames,,,,Refugee Action Kingston,,London,Canbury Ward,E05000403,2018-06-04T09:08:02+00:00,Young People's Project,,Charity,KT2 6LX,288813.0,E05000403,E01033569,51.412991,-0.298597,0
360G-blf-0030045212,,,,4900.0,4900.0,,2006-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"The grant will allow the group to subsidise the transport costs for a programme of social activities for older people and those with disabilities in Kingston. They already run a successful shopping bus service and the clients requested this new service, having been consulted on the places that they would like to visit.",,,360G-blf,The Big Lottery Fund,,,A4E3,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2006-03-07,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1102302,4673954,GB-CHC-1102302,E05000415,,Tudor,E09000021,,Kingston upon Thames,,,,Richmond and Kingston Accessible Transport,,London,Tudor Ward,E05000415,2018-06-04T09:08:02+00:00,Transport Costs,,Charity,KT3 3NE,571976.0,E05000402,E01002932,51.403264,-0.271771,0
360G-blf-0031048967,,,,,5000.0,,2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData17-18.xlsx,"The group will use the funding to provide exercise and healthy lifestyle sessions for people who have caring responsibilities. This will improve their physical and mental wellbeing, providing them with the opportunity to improve their fitness knowledge and the importance of healthy eating.",,,360G-blf,The Big Lottery Fund,,,TPP1,The People's Projects,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,2018-05-31,2017-05-31,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1151456,8376060,GB-CHC-1151456,E05000402,,Beverley,E09000021,,Kingston upon Thames,,,,Kingston Carers' Network,,London,Beverley Ward,E05000402,2018-06-04T09:07:15+00:00,TPP2- Fit for caring,,Charity,SW19 5JP,547026.0,E05000472,E01003464,51.43676,-0.222956,1
360G-blf-0031031333,,,,,10000.0,,2016-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/open_data_2015_2017.xlsx,"The group will use the funding to provide an online mentoring scheme for unemployed young people dealing with the effects of autism and other mental health issues. This will enable them receive one to one support and develop their skills, improving their chances of finding employment.",,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,2017-03-08T00:00:00+00:00,2016-03-08T00:00:00+00:00,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1153397,,GB-CHC-1153397,E05000401,,Berrylands,E09000021,,Kingston upon Thames,,,,Autus,,London,Berrylands Ward,E05000401,2018-06-04T08:59:31+00:00,MentorMe3D,,Charity,SW16 4SD,142199.0,E05000158,E01001086,51.406307,-0.116155,1
360G-SE-2013015314EXCH,,,,,5000.0,5000.0,2014-01-15,GB,,,KT1 1EU,,E14000770,WPC,Kingston and Surbiton,,E09000021,LAD,Kingston upon Thames,,E01002968,LSOA,,,,,,,,,,,,,,,,,,,,,GBP,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Funding under Sport England's Local Delivery Plan Focused Authorities funding programme for a Revenue project titled 'Playing Pitch Strategy'. This project lists its main activity as Multi Sports.,No,,GB-COH-RC000766,Sport England,,,LOCDEL,Local Delivery Plan Focused Authorities,http://www.sportengland.org/funding,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,4.0,2014-03-31T00:00:00+00:00,2013-12-20T00:00:00+00:00,Sport England,Kingston upon Thames London Boro,E09000021,,,360G-SE-2013015314,,,,,,,,,,The Royal Borough of Kingston upon Thames,KT5 9HU,London,Alexandra Ward,E05000400,2018-06-04T13:16:09+00:00,Playing Pitch Strategy,,Government,KT5 9HU,,E05000400,E01002917,51.389623,-0.276683,0
360G-SE-2017008040LOTT,,,,,9975.0,9975.0,2017-10-26,GB,,,KT5 8JT,,E14000770,WPC,Kingston and Surbiton,,E09000021,LAD,Kingston upon Thames,,E01002922,LSOA,,,,,,,,,,,,,,,,,,,,,GBP,https://www.sportengland.org/media/12725/360giving-sport-england-data.xlsx,Funding under Sport England's Small Grants funding programme for a Revenue project titled 'Classy Carers '. This project lists its main activity as Exercise & Fitness.,Yes,,GB-COH-RC000766,Sport England,,,SG,Small Grants,http://www.sportengland.org/funding,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,13.0,2018-11-03T00:00:00+00:00,2017-11-01T00:00:00+00:00,Sport England,Kingston upon Thames London Boro,E09000021,1151456,08376060,GB-COH-08376060,,,,,,,,,,Kingston Carers' Network,KT3 4BD,London,Beverley Ward,E05000402,2018-06-04T13:16:09+00:00,Classy Carers ,,Charity,KT3 4BD,547026.0,E05000402,E01002931,51.400449,-0.249958,1
360G-LBFEW-78114,,,,,20000.0,,2010-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.lloydsbankfoundation.org.uk/360_giving_LBFEW_2010_2017.xlsx,the salary of a part time Housing Advisor,Yes,,GB-CHC-327114,Lloyds Bank Foundation for England and Wales,,,,ZSCSWL - Community,,,https://creativecommons.org/licenses/by/4.0/,,24.0,2012-05-19,2010-05-19,Lloyds Bank Foundation,Kingston upon Thames London Boro,E09000021,1075890,,GB-CHC-1075890,,,,,,,,,,Kingston Churches Action on Homelessness,KT1 1SU,London,Grove Ward,E05000408,2018-06-04T13:14:55+00:00,Grant to Kingston Churches Action on Homelessness,http://www.kcah.org.uk,Charity,KT1 1SU,530384.0,E05000408,E01002968,51.411706,-0.302369,0
360G-LBFEW-90155,,,,,35000.0,,2011-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.lloydsbankfoundation.org.uk/360_giving_LBFEW_2010_2017.xlsx,"the costs of the Young Carers project including salaries, rent, telephone, postage, stationery, supervision, admin and drop-in costs",Yes,,GB-CHC-327114,Lloyds Bank Foundation for England and Wales,,,,XA10 - Community,,,https://creativecommons.org/licenses/by/4.0/,,24.0,2014-03-31,2012-04-01,Lloyds Bank Foundation,Kingston upon Thames London Boro,E09000021,1039508,,GB-CHC-1039508,,,,,,,,,,Kingston Carers Network,KT3 4BD,London,Beverley Ward,E05000402,2018-06-04T13:14:55+00:00,Grant to Kingston Carers Network,http://www.kingstoncarers.org.uk,Charity,KT3 4BD,,E05000402,E01002931,51.400449,-0.249958,0
360G-blf-AVR_1_010134434,,,,1225.0,875.0,,2006-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,A Second World War Veteran from Surrey has been awarded a grant towards travel costs for a commemorative visit to Sicily in December of 2005. Funding has also been provided for a carer to travel with the Veteran. ,,,360G-blf,The Big Lottery Fund,,,AVR1,Heroes Return,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2006-01-11,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-FBBEC54E-14C2-4873-B932-19CCFCF67173,E05000400,,Alexandra,E09000021,,Kingston upon Thames,,,,This is a programme for individual veterans as opposed to organisaitons,,London,Alexandra Ward,E05000400,2018-06-04T09:08:02+00:00,Heroes Return,,Individual,,,,,,,0
360G-blf-0030030516,,,,5000.0,5000.0,,2005-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"The aim of this group is to create and maintain an archive and educational resource relating to Ostrava and its Jewish population. An award would be used to visit Vienna, Prague and Ostrava and record interviews and visit the Jewish museum to search the archives. The group will then establish a permanent archive and exhibition in the synagogue, publish material and deliver lectures to local groups and schools.",,,360G-blf,The Big Lottery Fund,,,A4E3,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2005-11-22,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,"360G-blf-org-Kingston,Surbiton&DistrictSynagogueCultural&EducationalCommitteeCharity:CharitableUnincorporatedAssociation191983",E05000413,,Surbiton Hill,E09000021,,Kingston upon Thames,,,,"Kingston, Surbiton & District Synagogue Cultural & Educational Committee",,London,Surbiton Hill Ward,E05000413,2018-06-04T09:08:02+00:00,Czech Scrolls Research Project,,Place of Worship,,,,,,,0
